,Actor,Genre
6372,Pulkit Samrat,Drama
6373,Ayushmann Khurrana,Drama
6374,Mohammed Zeeshan Ayyub,Thriller
6375,Rani Mukerji,Drama
6376,Sanjiv Chopra,Musical
6378,Mahesh Balraj,Family
6380,Asif Basra,Drama
6382,Sharman Joshi,Drama
6383,Amitabh Bachchan,Drama
6384,Harman Baweja,Thriller
6386,Ashok Banthia,Romance
6388,Gajendra Chouhan,Musical
6391,Sushant Singh,Romance
6392,Bipasha Basu,Sci-Fi
6394,Kannan Arunachalam,Drama
6397,Varun Dhawan,Drama
6399,Jimmy Shergill,Thriller
6400,Rajkummar Rao,Thriller
6401,Armaan Jain,Romance
6402,Salil Acharya,Romance
6404,Akshay Oberoi,Thriller
6405,Saahil Prem,Musical
6406,Vir Das,Romance
6410,Manoj Amarnani,Romance
6413,Shiv Pandit,Romance
6421,Gracy Singh,Drama
6422,Sridevi,Comedy
6423,Madhuri Dixit,Romance
6424,Juhi Chawla,Comedy
6425,Madhuri Dixit,Romance
6426,Ameesha Patel,Drama
6427,Jaya Bhaduri,Musical
6428,Hrithik Roshan,Drama
6429,Hrithik Roshan,Drama
6430,Rekha,Biography
6431,Salman Khan,Musical
6432,Kareena Kapoor,Drama
6433,Raveena Tandon,Crime
6434,Atul Kulkarni,Drama
6435,Rishi Kapoor,Family
6436,Hema Malini,Romance
6438,Naseeruddin Shah,Musical
6439,Hrithik Roshan,Romance
6440,Sayaji Shinde,Family
6441,Rahul Dev,Comedy
6442,Vinay Anand,Musical
6444,Manisha Koirala,Romance
6446,Bobby Deol,Mystery
6448,Raj Babbar,Drama
6449,Heather Graham,Fantasy
6452,Ameesha Patel,Drama
6455,Fardeen Khan,Crime
6457,Raveena Tandon,Mystery
6458,Himanshu Malik,Romance
6459,Rani Mukerji,Action
6460,Saif Ali Khan,Drama
6462,Madhuri Dixit,Drama
6463,Anil Kapoor,Musical
6464,Sanjay Dutt,Crime
6465,Dharmendra,Mystery
6467,Mohanlal,Crime
6468,Mukul Dev,Drama
6469,Mahima Chaudhry,Drama
6472,Raj Babbar,Crime
6473,Dia Mirza,Drama
6474,Manisha Koirala,Thriller
6477,Pankaj Berry,Drama
6479,Nandita Das,Drama
6480,Akshay Kumar,Thriller
6481,Aftab Shivdasani,Romance
6482,Sahil Khan,Comedy
6483,Tabu,Drama
6484,Mohan Azaad,Romance
6486,Karisma Kapoor,Romance
6487,Rahul Bhat,Romance
6488,Sushmita Sen,Drama
6490,Nawab Shah,Thriller
6491,Aftab Shivdasani,Musical
6492,Amrita Arora,Romance
6493,Anupama Verma,Thriller
6494,Gulshan Grover,Drama
6496,Snehal Dabi,Crime
6497,Ameesha Patel,Thriller
6500,Ashutosh Rana,Action
6501,Sharad S. Kapoor,Action
6502,Viveka Babajee,Drama
6503,Sunny Deol,Drama
6504,Sunil Shetty,Comedy
6505,Sushant Singh,Drama
6506,Amrita Rao,Fantasy
6507,Tulip Joshi,Drama
6508,Hrithik Roshan,Drama
6509,Sunny Deol,Drama
6510,Anang Desai,Drama
6511,Akshaye Khanna,Musical
6512,Sameera Reddy,Action
6513,Sonali Bendre,Romance
6514,Atul Agnihotri,Fantasy
6515,Dinesh Hingoo,Drama
6516,Tusshar Kapoor,Romance
6517,Anil Kapoor,Musical
6518,Sonya Jehan,Musical
6519,Salman Khan,Drama
6521,Preity Zinta,Family
6523,Jackie Shroff,Crime
6525,Namrata Shirodkar,Comedy
6526,Rani Mukerji,Romance
6527,Om Puri,Comedy
6528,Dino Morea,Drama
6530,Jaya Seal,Thriller
6531,Manisha Koirala,Drama
6532,Nana Patekar,Drama
6533,Anil Kapoor,Family
6534,Simone Singh,Musical
6536,Anang Desai,Drama
6537,Hema Malini,Romance
6538,Shilpa Shetty,Thriller
6540,Akshaye Khanna,Thriller
6542,Akshay Kumar,Adventure
6543,Aamir Ali Malik,Romance
6544,Sunil Shetty,Thriller
6545,Raveena Tandon,Thriller
6547,Tabu,Musical
6548,Tabu,Family
6549,Urmila Matondkar,Thriller
6550,Namrata Shirodkar,Crime
6552,Atul Kulkarni,Drama
6554,Esha Deol,Drama
6555,Tara Deshpande,Drama
6557,Rani Mukerji,Drama
6558,Lara Dutta,Musical
6559,Nethra Raghuraman,Crime
6560,Rani Mukerji,Romance
6561,Preity Zinta,Adventure
6562,Rahul Bose,Musical
6563,Preity Zinta,Drama
6564,Akshay Kumar,Drama
6565,Ajay Devgn,War
6566,Sushmita Sen,Comedy
6569,Sonali Khare,Family
6571,Priyanshu Chatterjee,Comedy
6572,Kareena Kapoor,Drama
6573,Esha Deol,Horror
6574,Kader Khan,Romance
6575,John Abraham,Romance
6578,Antara Mali,Adventure
6579,Isha Koppikar,Romance
6580,Mallika Sherawat,Romance
6581,Vivek Oberoi,Drama
6582,Urmila Matondkar,Romance
6583,Sonu Nigam,Musical
6584,Dino Morea,Mystery
6585,Aditi Govitrikar,Thriller
6586,Govinda,Comedy
6588,Aditya Srivastava,Thriller
6589,Alyy Khan,Drama
6590,Sandali Sinha,Romance
6591,Uday Chopra,Drama
6592,Hrishitaa Bhatt,Drama
6593,Amrita Rao,Romance
6595,Akshay Kumar,Action
6597,Perizaad Zorabian,Romance
6598,Lara Dutta,Action
6600,Dino Morea,Thriller
6601,Sunil Shetty,Romance
6603,Fardeen Khan,Action
6604,Dharmendra,Romance
6605,Raghuvir Yadav,Drama
6606,Ameesha Patel,Drama
6607,Bipasha Basu,Sci-Fi
6609,Naseeruddin Shah,Adventure
6611,Gulshan Grover,Family
6612,Shahbaaz Khan,Thriller
6613,Abhishek Bachchan,Romance
6614,Aftab Shivdasani,Drama
6615,Sunil Shetty,Thriller
6616,Tara Sharma,Drama
6617,Gracy Singh,Drama
6621,Bipasha Basu,Crime
6622,Rajpal Yadav,Comedy
6623,Sanjay Dutt,Crime
6625,Dilip Prabhavalkar,Drama
6626,Liyaqat Bari,Crime
6628,John Abraham,Musical
6629,Ammtoje Mann,Romance
6630,Rani Mukerji,Romance
6631,Nandita Das,Drama
6634,Masumeh Makhija,Musical
6635,Suman Ranganathan,Musical
6637,Perizaad Zorabian,Comedy
6638,Abhishek Bachchan,Adventure
6643,Rajat Bedi,Romance
6644,Avtar Gill,Musical
6645,Rakesh Bedi,Drama
6650,Prashant Narayanan,Action
6651,Sanjay Dutt,Action
6652,Noemi Besedes,Drama
6654,Kulbhushan Kharbanda,History
6655,Akshay Kumar,Drama
6656,Saloni Aswani,Drama
6659,Rahul Bhat,Crime
6660,Priyanka Chopra,Drama
6661,Ashney Shroff,Drama
6664,Vikram Gokhale,Crime
6665,Tina Rana,Romance
6666,Isha Sharvani,Musical
6668,Akshay Kumar,Drama
6670,Revathy,Drama
6671,Ameesha Patel,Comedy
6672,Karan Nath,Romance
6673,Shahid Kapoor,Drama
6674,Dimple Kapadia,Drama
6676,Aishwarya Rai Bachchan,Romance
6677,Ashmit Patel,Thriller
6679,Vivek Oberoi,Crime
6680,Tarun Arora,Romance
6681,Isha Koppikar,Fantasy
6686,Bhoomika Chawla,Comedy
6691,Shilpa Shetty,Drama
6692,Cleo Isaacs,Drama
6693,Sunil Shetty,Crime
6694,Vivek Oberoi,Adventure
6695,Raveena Tandon,Crime
6696,J.D. Chakravarthi,Mystery
6698,Sunil Shetty,Thriller
6699,Akshay Kumar,Romance
6700,Kareena Kapoor,Thriller
6701,Sharad S. Kapoor,Action
6702,Karisma Kapoor,Romance
6703,Sunil Shetty,Crime
6704,Salman Khan,Family
6705,Jyoti Dogra,Comedy
6709,Preity Zinta,Musical
6711,Uday Chopra,Adventure
6712,Fardeen Khan,Romance
6714,Yash Pandit,Musical
6715,Sunil Shetty,Drama
6717,Bobby Darling,Drama
6718,Raveena Tandon,Drama
6719,John Abraham,Mystery
6720,Sameera Reddy,Crime
6721,Tanisha,Drama
6723,Dia Mirza,Romance
6724,Abhishek Bachchan,Crime
6725,Sheetal Bavishi,Thriller
6726,Varsha Usgaonkar,Crime
6727,Hrithik Roshan,Adventure
6728,Abhishek Bachchan,Drama
6730,Aftab Shivdasani,Drama
6731,Ayesha Takia,Action
6733,Akshay Kumar,Crime
6734,Kareena Kapoor,Comedy
6736,Vidya Balan,Musical
6738,Ajay Devgn,War
6739,Aashish Chaudhary,Comedy
6741,Kajol,Musical
6742,Dimple Kapadia,Drama
6744,Uday Chopra,Thriller
6745,Arun Bakshi,Thriller
6748,Zayed Khan,Mystery
6749,Suhel Seth,Romance
6750,Shahid Kapoor,Romance
6751,Anuj Sawhney,Horror
6754,Sunil Shetty,Drama
6755,Sunil Shetty,Romance
6756,Manoj Bajpayee,Thriller
6758,Priyanka Chopra,Thriller
6759,Sushmita Sen,Drama
6760,Bobby Deol,Drama
6763,Elidh MacQueen,Romance
6766,Shiney Ahuja,Romance
6767,Rani Mukerji,Comedy
6768,Ashmit Patel,Drama
6770,Sneha Ullal,Drama
6773,Anjana Sukhani,Romance
6774,Aishwarya Rai Bachchan,Adventure
6776,Nana Patekar,Crime
6778,Kareena Kapoor,Romance
6779,Sushmita Sen,Drama
6781,Salman Khan,Drama
6782,Anupam Kher,Romance
6783,Ayesha Takia,Comedy
6785,Irrfan Khan,Drama
6788,Mahima Chaudhry,Romance
6791,Arshad Warsi,Drama
6792,Preity Zinta,Drama
6793,Sohail Khan,Comedy
6794,Akshay Kumar,Romance
6795,Ritesh Deshmukh,Mystery
6798,Arjun Rampal,Adventure
6799,Mahima Chaudhry,Romance
6800,Ranvir Shorey,Drama
6801,Vikram Singh,Crime
6803,Darshan Jariwala,Drama
6806,Saif Ali Khan,Drama
6807,Koena Mitra,Crime
6808,Murad Ali,Mystery
6809,Vivek Oberoi,Drama
6810,Priyanka Chopra,Crime
6812,Shahid Kapoor,Drama
6815,Jackie Shroff,Family
6816,Boman Irani,Crime
6817,Ravi Baswani,Thriller
6818,Neha Dhupia,Thriller
6822,Tanisha,Musical
6823,Abhay Bhargav,Crime
6824,Mohanlal,Adventure
6825,Genelia D'Souza,Drama
6827,Shahid Kapoor,Musical
6828,Amrita Rao,Family
6829,Priyanka Chopra,Romance
6830,Salman Khan,Drama
6831,Till Dilumière,Romance
6832,Priyanka Chopra,Crime
6833,Om Puri,Drama
6834,Bipasha Basu,Thriller
6835,Samita Bangargi,Drama
6836,John Abraham,Drama
6837,Bobby Darling,Romance
6838,Kareena Kapoor,Mystery
6839,Preeti Ganguli,Romance
6840,Mithun Chakraborty,Crime
6841,Pankaj Kapur,Crime
6844,Mallika Sherawat,Drama
6847,Natalya Gudkova,Drama
6850,Priyanka Chopra,Drama
6852,Rajpal Yadav,Drama
6853,Shabana Azmi,Romance
6856,Ishrat Ali,Thriller
6861,Kareena Kapoor,Crime
6862,Nana Patekar,Crime
6864,Anita Hassandani,Drama
6865,John Abraham,Adventure
6866,Malavikka,Horror
6868,Emraan Hashmi,Musical
6869,Ayesha Takia,Musical
6870,Priyanka Chopra,Adventure
6871,Abhishek Bachchan,Crime
6877,Ayesha Takia,Comedy
6878,Ritesh Deshmukh,Musical
6879,Amrita Rao,Family
6880,Ameesha Patel,Romance
6881,Shiney Ahuja,Drama
6885,Deepal Shaw,Crime
6886,Abhishek Bachchan,Drama
6887,Sonam Kapoor,Musical
6888,Arshad Warsi,Comedy
6889,Ameesha Patel,Thriller
6890,Katrina Kaif,Drama
6891,Irrfan Khan,Drama
6892,Arshad Warsi,Thriller
6893,Govinda,Mystery
6894,Vidya Balan,Drama
6895,Govinda,Romance
6896,Dia Mirza,Drama
6898,Amitabh Bachchan,Crime
6900,Vivek Oberoi,Adventure
6901,Sunny Deol,Sport
6902,Ashmit Patel,Romance
6904,Isha Sharvani,Drama
6905,Sanjay Suri,Drama
6907,Shiney Ahuja,Romance
6908,Mandira Bedi,Crime
6913,Priyanka Kothari,Crime
6914,Soha Ali Khan,Romance
6915,Dia Mirza,Romance
6916,Preity Zinta,Drama
6917,Emraan Hashmi,Comedy
6918,Meghna Naidu,Thriller
6920,Rani Mukerji,Family
6921,Shiney Ahuja,Drama
6922,Martin Sheen,History
6924,Amrita Rao,Comedy
6925,Bobby Deol,Drama
6927,Randeep Hooda,Drama
6928,Mimoh Chakraborty,Comedy
6930,Vipasha Agarwal,Drama
6931,Sarthak Bhasin,Romance
6932,Sunil Shetty,Drama
6934,Udita Goswami,Thriller
6935,Rip Torn,Romance
6936,Minissha Lamba,Romance
6939,Ayesha Takia,Drama
6940,Vidya Balan,Crime
6941,Zain Khan,Drama
6942,Celina Jaitly,Romance
6943,Sharman Joshi,Drama
6944,Gul Panag,Drama
6946,Puru Rajkumar,Crime
6947,Kangana Ranaut,Romance
6948,Tabu,Romance
6949,Danny Denzongpa,Drama
6950,Anupam Kher,Horror
6952,Darshan Jariwala,Musical
6953,Aamir Khan,Family
6954,Sanjay Suri,Horror
6955,Neha Dhupia,Romance
6957,Juhi Chawla,Drama
6958,Vidya Balan,Horror
6960,Neha Dhupia,Comedy
6961,Ayesha Takia,Thriller
6962,Saif Ali Khan,Comedy
6963,Soha Ali Khan,Romance
6965,Hansika Motwani,Romance
6966,Rajat Kapoor,Drama
6967,Benjamin Gilani,Crime
6968,Parimal Aloke,Drama
6969,Akshaye Khanna,Crime
6970,Emraan Hashmi,Crime
6971,Akshaye Khanna,Drama
6972,Ayesha Takia,Drama
6973,Mahesh Manjrekar,Drama
6974,Arjun Rampal,Comedy
6975,Amitabh Bachchan,Sci-Fi
6976,Imran Khan,Drama
6977,Ayesha Takia,Comedy
6978,Kajol,Drama
6979,Abhishek Bachchan,Drama
6980,Neha Uberoi,Mystery
6981,Udayyan Raathore,Drama
6982,Kareena Kapoor,Comedy
6983,Gracy Singh,Musical
6984,Veer Arya,Adventure
6986,Rimi Sen,Drama
6987,Rajpal Yadav,Drama
6990,Ayesha Takia,Comedy
6991,Amrita Arora,Romance
6992,Tulip Joshi,Drama
6993,Deepika Padukone,Adventure
6994,Leigh Barwell,Crime
6995,Kareena Kapoor,Romance
6997,Om Puri,Crime
6998,Shreyas Talpade,Crime
6999,Javed Jaffrey,Drama
7000,Ayesha Takia,Drama
7001,Vidya Balan,Drama
7002,Anil Kapoor,Drama
7003,Vatsal Seth,Adventure
7005,Asseem Merchant,Romance
7008,Manoj Bajpayee,Drama
7009,Shaurya Chauhan,Drama
7010,Mona Ambegaonkar,Drama
7011,Rahul Bose,Crime
7012,Ranvir Shorey,Drama
7014,Amrita Arora,Drama
7016,Brandon Routh,Comedy
7017,Katrina Kaif,Comedy
7018,Urmila Matondkar,Drama
7019,Lena Christensen,Drama
7020,Asin,Drama
7022,Anupam Kher,Drama
7023,Akshaye Khanna,Drama
7024,Allan Border,Sport
7026,Salman Khan,Drama
7029,Nasser,Comedy
7030,Esha Deol,Comedy
7031,Javed Jaffrey,Drama
7032,Tulip Joshi,Romance
7033,Zayed Khan,Adventure
7034,Neha Dhupia,Crime
7035,Fardeen Khan,Drama
7036,Irrfan Khan,Comedy
7037,Vinay Pathak,Drama
7038,Bipasha Basu,Drama
7039,Madhavan,Thriller
7040,Hema Malini,Romance
7041,Arbaaz Khan,Drama
7042,Mithun Chakraborty,Adventure
7043,John Abraham,Drama
7044,Saif Ali Khan,Crime
7045,Kareena Kapoor,Drama
7046,Tabu,Drama
7047,Kajol,Romance
7048,Sanjay Dutt,Action
7049,Celina Jaitly,Drama
7050,Saif Ali Khan,Drama
7051,Akshay Kumar,Drama
7053,Sonu Sood,Romance
7054,Bárbara Mori,Drama
7055,Hrishitaa Bhatt,Crime
7057,Dia Mirza,Crime
7059,Vijay Raaz,Crime
7060,Rani Mukerji,Drama
7061,Milind Soman,Mystery
7063,Sonal Chauhan,Drama
7064,Shatrughan Sinha,Family
7066,Rahul Bose,Drama
7067,Sonali Kulkarni,Mystery
7068,Arun Bakshi,Crime
7069,Amrita Rao,Drama
7071,Sanjay Dutt,Adventure
7073,Anaitha Nair,Drama
7074,Amitabh Bachchan,Adventure
7075,Rati Agnihotri,Crime
7076,Arshad Warsi,Comedy
7077,Upendra Limaye,Drama
7078,Farhan Akhtar,Music
7079,Shah Rukh Khan,Drama
7080,Manisha Koirala,Romance
7081,Dimple Kapadia,Romance
7082,Brownie,Adventure
7083,Anupam Kher,Crime
7084,Aishwarya,Thriller
7085,Farooq Shaikh,Drama
7086,Priyanka Chopra,Drama
7087,Sanjay Dutt,Adventure
7088,Vibha Cheebur,Crime
7089,Irrfan Khan,Drama
7091,Nakuul Mehta,Romance
7092,Avantika,Drama
7094,Ranbir Kapoor,Romance
7095,Rimi Sen,Crime
7096,Sarika,Drama
7098,Pankaj Berry,Crime
7099,Punit Aneja,Drama
7100,Raj Singh Chaudhary,Drama
7102,Priyanka Chopra,Crime
7105,Amruta Khanvilkar,Horror
7106,Priyanka Chopra,Comedy
7107,Deepika Padukone,Drama
7108,Ayesha Kapoor,Drama
7109,Tanushree Dutta,Action
7110,Naseeruddin Shah,Thriller
7111,Kurush Deboo,Family
7112,Priyanka Chopra,Crime
7113,Nafisa Ali,Drama
7114,Rahul Dev,Drama
7115,Sarita Joshi,Drama
7116,Raima Sen,Fantasy
7117,Arjun Rampal,Crime
7118,Vikram Gokhale,Crime
7119,Paresh Rawal,Crime
7120,Adah Sharma,Horror
7121,Aamna Shariff,Drama
7122,Asif Basra,Drama
7123,Kartika Rane,Drama
7124,Shahana Goswami,Romance
7125,Tinnu Anand,Crime
7126,Konkona Sen Sharma,Drama
7127,Sunny Deol,Drama
7128,Jacky Bhagnani,Crime
7129,Mahie Gill,Drama
7130,Boman Irani,Drama
7131,Neil Nitin Mukesh,Drama
7132,Om Puri,Drama
7133,Lara Dutta,Family
7135,Aishwarya Rai Bachchan,Adventure
7136,Neha Bhatt,Drama
7137,Adhyayan Suman,Horror
7138,Sushmita Sen,Drama
7139,Vidya Balan,Drama
7140,Priyanka Chopra,Romance
7141,Yuvika Chaudhry,Drama
7142,Ameesha Patel,Adventure
7143,Divya Dutta,Thriller
7144,Mahek Chahal,Crime
7145,Boman Irani,Crime
7146,Sohail Khan,Crime
7147,Shahib Chopra,Mystery
7148,Bipasha Basu,Crime
7149,Mahima Chaudhry,Mystery
7150,Deepika Padukone,Romance
7151,Saif Ali Khan,Crime
7152,Neetu Chandra,Horror
7153,Akshay Kapoor,Mystery
7154,Boman Irani,Drama
7155,Kunal Khemu,Drama
7156,Sachin Nayak,Drama
7157,Genelia D'Souza,Drama
7159,Randeep Hooda,Drama
7160,Aishwarya Rai Bachchan,Drama
7161,Gul Panag,Drama
7162,Aarti Chhabria,Drama
7163,Samir Aftab,Crime
7164,Priyanka Kothari,Horror
7165,Snehal Dabi,Comedy
7166,Tanushree Dutta,Thriller
7167,Kajol,Family
7168,Sanjay Dutt,Comedy
7171,Ajay Devgn,Comedy
7172,Prem Chopra,Drama
7173,Aishwarya Rai Bachchan,Drama
7174,Asif Basra,Comedy
7175,Akshay Kapoor,Drama
7176,Dimple Kapadia,Drama
7177,Ali Asghar,Drama
7178,Raghuvir Yadav,Drama
7179,Ritesh Deshmukh,Mystery
7180,Jaspal Bhatti,Drama
7181,Amrita Arora,Comedy
7182,Rajpal Yadav,Crime
7183,Isaiah,Crime
7184,Sanjay Suri,Romance
7185,Kurush Deboo,Drama
7186,Dia Mirza,Drama
7187,Om Puri,Thriller
7188,Rituparna Sengupta,Drama
7189,Bharati Achrekar,Crime
7190,Mithun Chakraborty,Drama
7191,Sheena Shahabadi,Romance
7192,Carl Marino,Drama
7194,Sonal Sehgal,Drama
7195,Anto Boghokian,Crime
7196,Hrishitaa Bhatt,Romance
7197,Om Puri,Crime
7198,Abhay Deol,Drama
7199,Kalki Koechlin,Crime
7201,Prerna Chawla,Romance
7202,Abhishek Bachchan,Drama
7203,Dimple Kapadia,Drama
7204,Aamna Shariff,Drama
7205,Irrfan Khan,Crime
7206,Aqib Afzaal,Drama
7207,Ajay Devgn,Comedy
7208,Shah Rukh Khan,Adventure
7209,Hrithik Roshan,Comedy
7211,Celina Jaitly,Drama
7212,Salman Khan,Crime
7214,Ankur Vikal,Drama
7215,Konkona Sen Sharma,Drama
7216,Imran Khan,Drama
7218,Master Sagar Punjabi,Drama
7219,Udita Goswami,Crime
7220,Rajeev Awasthi,Crime
7221,Sada,Fantasy
7222,Shweta Agarwal,Drama
7223,Anushka Sharma,Crime
7224,Natasha Jain,Musical
7225,Sharman Joshi,Drama
7226,Manjari Phadnis,Adventure
7227,Sumona Chakravarti,Drama
7228,Deepika Padukone,Drama
7230,Rajshree Choudhary,Horror
7232,Seema Biswas,Drama
7233,Anshuman Jha,Crime
7234,Madhuri Bhattacharya,Drama
7235,Anushka Sharma,Drama
7236,Udita Goswami,Horror
7237,Narendra Bedi,Romance
7238,Amruta Khanvilkar,Horror
7239,Hrishitaa Bhatt,Drama
7240,Bipasha Basu,Crime
7241,Chigusa Takaku,Romance
7242,Nitin Anand,Comedy
7243,Sonakshi Sinha,Comedy
7244,Paresh Rawal,Drama
7245,Milind Gunaji,Family
7246,Sonam Kapoor,Romance
7247,Rituparna Sengupta,Drama
7248,Nikita Anand,Romance
7249,Vivaan Shah,Mystery
7250,Pradhuman Singh,Drama
7251,Haidar Ali,Drama
7252,Sharat Saxena,Comedy
7253,Shalini Chandran,Drama
7254,Iris Maity,Crime
7256,Sara Loren,Drama
7257,Samir Aftab,Crime
7258,Manoylo Svitlana,Fantasy
7259,Deepika Padukone,Drama
7261,Vijay Raaz,Drama
7263,Vinay Pathak,Crime
7264,Mugdha Godse,Horror
7265,Purab Kohli,Drama
7266,Jacky Bhagnani,Drama
7267,Pavan Malhotra,Drama
7268,Sonam Kapoor,Drama
7269,Manav Kaul,Drama
7270,Preeti Mehra,Drama
7273,Kangana Ranaut,Drama
7274,Riya Sen,Drama
7275,Boman Irani,Drama
7276,Ajay Devgn,Drama
7277,Akshaye Khanna,Crime
7278,Asin,Romance
7279,Neetu Singh,Drama
7280,Bobby Deol,Drama
7281,Emraan Hashmi,Drama
7284,Vidya Balan,Drama
7285,Anang Desai,Drama
7286,Munish Khan,Crime
7287,Rahul Singh,Mystery
7288,Rajpal Yadav,Drama
7289,Aarti Chhabria,Drama
7290,Katrina Kaif,Drama
7291,Kabir Bedi,Romance
7294,Neha Sharma,Drama
7295,Chitrangda Singh,Drama
7297,Kangana Ranaut,Crime
7298,Neha Dhupia,Crime
7299,Nagesh Bhonsle,Drama
7300,Madhuri Bhattacharya,Comedy
7302,Sandeepa Dhar,Drama
7303,Abhishek Bachchan,Crime
7304,Barry John,Drama
7305,Kareena Kapoor,Drama
7306,Krishna Bhatt,Comedy
7307,Seema Biswas,Drama
7308,Raj Arjun,Thriller
7310,Aditya Lakhia,Action
7311,Swini Khara,Drama
7312,Saurabh Shukla,Drama
7313,Dheeraj Miglani,Romance
7315,Parambrata Chatterjee,Mystery
7316,Russell Geoffrey Banks,Drama
7317,Arun,Drama
7318,Tulip Joshi,Crime
7319,Mohit Ahlawat,Crime
7320,Sanjay Dutt,Comedy
7321,Katrina Kaif,Crime
7322,Iravati Harshe,Family
7323,Shiv Pandit,Crime
7324,Nargis Fakhri,Musical
7325,Chinmai Chandranshuh,Drama
7327,Saif Ali Khan,Thriller
7328,Priyanka Chopra,Crime
7330,Deepak Dobriyal,Drama
7331,Hema Malini,Crime
7332,Dia Mirza,Drama
7333,Rajvvir Aroraa,Mystery
7334,Lara Dutta,Drama
7335,Zakir Hussain,Drama
7336,Krishna Bhatt,Mystery
7337,Divya Dutta,Thriller
7338,Rajkummar Rao,Horror
7339,Pitobash,Crime
7341,Johnny Lever,Drama
7342,Abhay Joshi,Drama
7343,Muzzi,Comedy
7344,Madhavi Sharma,Mystery
7346,Meghana Mudiyam,Romance
7347,Sanjay Mishra,Drama
7348,Tusshar Kapoor,Drama
7349,Avinash,Adventure
7351,Avtar Gill,Sci-Fi
7352,Bumpy,Drama
7353,Yana Gupta,Crime
7354,Sunny Deol,Crime
7356,Nushrat Bharucha,Drama
7357,Puja Ballutia,Horror
7358,Vir Das,Crime
7359,Suresh Chatwal,Drama
7360,Satyajeet Dubey,Crime
7361,Gaurav Bajaj,Comedy
7362,Kay Kay Menon,Drama
7363,Soha Ali Khan,Musical
7364,Om Puri,Drama
7365,Shweta Bhardwaj,Comedy
7366,Sayali Bhagat,Drama
7367,Kajal Agarwal,Crime
7368,Radhika Apte,Drama
7370,Emraan Hashmi,Comedy
7371,Richa Chadda,Crime
7372,Anushka Sharma,Drama
7373,Amit Behl,Musical
7374,Sayali Bhagat,Drama
7375,Vinod Khanna,Crime
7376,Mannat Ravi,Drama
7378,Makrand Deshpande,Drama
7379,Neha Dhupia,History
7380,Asin,Romance
7381,Siddharth Koirala,Crime
7382,John Abraham,Drama
7383,Isabelle Adjani,Romance
7385,Genelia D'Souza,Crime
7386,Madhurima Banerjee,Drama
7388,Arbaaz Khan,Drama
7389,Sunny Hinduja,Sport
7390,Deepak Dobriyal,Drama
7393,Anang Desai,Horror
7394,Katrina Kaif,Romance
7395,Kasturi Banerjee,Mystery
7397,Sachin Khedekar,Sport
7398,Raj Arjun,Crime
7399,Sanjana Tiwari,Drama
7400,Candice Boucher,Drama
7401,Shreyas Talpade,Crime
7402,Ankita Bhargava,Crime
7403,Rannvijay Singh,Romance
7405,Saba Azaad,Drama
7406,Sushmita Mukherjee,Adventure
7407,Manu Rishi Chadha,History
7410,Rucha Gujrati,Drama
7411,Ameesha Patel,Crime
7412,Hrishitaa Bhatt,Drama
7413,Kanwaljit Singh,Drama
7414,Abhay Deol,Thriller
7415,Mahie Gill,Crime
7416,Sonakshi Sinha,Comedy
7417,Priyanka Chopra,Comedy
7418,Rajat Kapoor,Crime
7419,Chitrangda Singh,Romance
7420,Sanjay Dutt,Romance
7421,Kangana Ranaut,Drama
7422,Anushka Sharma,Drama
7423,Pratik Katare,Crime
7424,Shah Rukh Khan,Comedy
7425,Sonakshi Sinha,Comedy
7426,Simran Kaur Mundi,Romance
7427,Boman Irani,Family
7429,Genelia D'Souza,Romance
7430,Arjan Bajwa,Crime
7432,Bipasha Basu,Romance
7433,Shweta Menon,Horror
7436,Asin,Comedy
7437,Saif Ali Khan,Drama
7438,Alia Bhatt,Romance
7440,Katrina Kaif,Romance
7441,Deepika Padukone,Musical
7442,Sanjay Dutt,Comedy
7443,Adil Hussain,Drama
7445,Reetu Jain,Crime
7446,Ronjini Chakraborty,Romance
7449,Hazel Croney,Romance
7452,Roy Radhika,Thriller
7455,Gulshan Grover,Drama
7456,Mukul Dev,Romance
7457,Helen,Musical
7458,Kuldeep Chaturvedi,War
7459,Shraddha Kapoor,Music
7463,Digvijay Deshmukh,Sport
7465,Ranveer Singh,Musical
7466,Shenaz Treasury,Romance
7467,Brijendra Kala,Drama
7468,Tia Bajpai,Horror
7469,Ali Fazal,Romance
7470,Negar Khan,Romance
7472,Sonakshi Sinha,Romance
7474,Sunny Leone,Romance
7475,Rajeev Khandelwal,Thriller
7479,Mahesh Manjrekar,Family
7481,Sumeet Sharma,Horror
7482,Kunal Khemu,Drama
7483,Emraan Hashmi,Crime
7489,Kareena Kapoor,Romance
7493,Abhay Deol,Thriller
7495,Kangana Ranaut,Crime
7497,Parineeti Chopra,Drama
7501,Ettienne Couthino,Drama
7502,Richa Chadda,Romance
7503,Yami Gautam,Romance
7504,Arshad Khan,Thriller
7505,Viren Basoya,Drama
7506,Ganesh Acharya,Western
7507,Harish Bhimani,Action
7511,Priya Bhatija,Drama
7512,Anushka Sharma,Drama
7513,Arya Babbar,Thriller
7516,Tamannaah Bhatia,Comedy
7517,Sudesh Berry,Thriller
7519,Nimrat Kaur,Romance
7520,Raja Hasan,Romance
7522,Priyanka Chopra,Romance
7523,Sonam Kapoor,Drama
7526,Girish Taurani,Family
7527,Neil Nitin Mukesh,Crime
7528,Sonam Kapoor,Romance
7530,Mahie Gill,Crime
