,Actor,Top Genres
1493,Dilyana Bouklieva,"[('Musical', 1)]"
1494,Neha Bam,"[('Drama', 1), ('Thriller', 1)]"
1495,Payal Rohatgi,"[('Thriller', 1)]"
1496,Sapna,"[('Horror', 1)]"
1497,Camila Bordonaba,"[('Romance', 1)]"
1498,Marlon Rodrigues,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1499,Archana Puran Singh,"[('Drama', 3), ('Comedy', 2), ('Action', 1)]"
1500,Ravi Kale,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1501,Ishwar,"[('Action', 1)]"
1502,Faraha Khan,"[('Comedy', 1)]"
1503,Vijay Gupta,"[('Drama', 1)]"
1504,Amin Hajee,"[('Drama', 2), ('Romance', 2), ('Thriller', 2)]"
1505,Vijay Raj,"[('Drama', 1)]"
1506,Atul Parchure,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1507,Hanif Hum Ghum,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1508,Clive Standen,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1509,Anusha Dhandekar,"[('Comedy', 1), ('Thriller', 1)]"
1510,A.K. Hangal,"[('Comedy', 1), ('Drama', 1)]"
1511,Ravi Gossain,"[('Drama', 1), ('Romance', 1)]"
1512,Arun Kumar,"[('Comedy', 1)]"
1513,Gauri Karnik,"[('Comedy', 1), ('Romance', 1)]"
1514,Vic Aviles,"[('Comedy', 1), ('Family', 1), ('Romance', 1)]"
1515,Vivek Shaq,"[('Drama', 2), ('Comedy', 1), ('Mystery', 1)]"
1516,Madhuri Bhagwat,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1517,Sudhir S. Dayma,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1518,Asawari Joshi,"[('Thriller', 1)]"
1519,Daisy Irani,"[('Horror', 1), ('Romance', 1)]"
1520,Sophiya Chaudhary,"[('Romance', 1), ('Action', 1), ('Thriller', 1)]"
1521,Mariel Hemingway,"[('Comedy', 1), ('Romance', 1)]"
1522,Sana,"[('Action', 1)]"
1523,Amrita Raichand,"[('Crime', 1), ('Drama', 1), ('Family', 1)]"
1524,Manasi,"[('Drama', 1), ('Horror', 1), ('Thriller', 1)]"
1525,Sachet Engineer,"[('Drama', 1), ('Family', 1)]"
1526,Kaveri Jha,"[('Drama', 1), ('Horror', 1), ('Romance', 1)]"
1527,Mushtaq Khan,"[('Horror', 1), ('Animation', 1), ('Drama', 1)]"
1528,Ashok Samarth,"[('Adventure', 1), ('Comedy', 1), ('Crime', 1)]"
1529,Shravan Rathod,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1530,Sheetal Kshirsagar,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1531,Bobby Bedi,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1532,Amrita,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1533,Ann Marie Seall,"[('Comedy', 1), ('Drama', 1)]"
1534,Heenaa Biswas,"[('Comedy', 1)]"
1535,Ehsaan Qureshi,"[('Comedy', 1)]"
1536,Dara Singh,"[('Comedy', 1), ('Romance', 1)]"
1537,Soniya Mehra,"[('Comedy', 1), ('Crime', 1), ('Mystery', 1)]"
1538,Aryan Singh,"[('Drama', 1), ('Romance', 1)]"
1539,Upen Patel,"[('Comedy', 1), ('Drama', 1)]"
1540,Mukesh Chhabra,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1541,Krrishna,"[('Fantasy', 1)]"
1542,Harish Ghera,"[('Crime', 1)]"
1543,Whoopi Goldberg,"[('Action', 1), ('Comedy', 1), ('Romance', 1)]"
1544,Manmeet Singh,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1545,Simon Jones,"[('Drama', 1), ('Sport', 1)]"
1546,Tom Kenny,"[('Animation', 1)]"
1547,Radha Ravi,"[('Fantasy', 1)]"
1548,Raju Sundaram,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1549,Apoorva S. Badgaiyan,"[('Drama', 1), ('Romance', 1)]"
1550,Shabbir Ahluwalia,"[('Action', 1), ('Adventure', 1), ('Drama', 1)]"
1551,M.K. Raina,"[('Comedy', 1), ('Drama', 1), ('Musical', 1)]"
1552,Veerendra Saxena,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1553,Kenton Duty,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1554,Chinky Jaiswal,"[('Animation', 1), ('Action', 1), ('Adventure', 1)]"
1555,Akshat Chopra,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1556,Karan Johar,"[('Comedy', 1), ('Drama', 1), ('Fantasy', 1)]"
1557,Daman Baggan,"[('Drama', 1), ('Romance', 1)]"
1558,Chitrapama,"[('Thriller', 1)]"
1559,Violante Placido,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1560,Suresh Dubey,"[('Drama', 1)]"
1561,Master Chinmay,"[('Drama', 1)]"
1562,Dhaval Barbhaya,"[('Action', 1), ('Adventure', 1), ('Comedy', 1)]"
1563,Deep Dhillon,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1564,Raman Trikha,"[('Crime', 1), ('Drama', 1)]"
1565,Anwar Fatehan,"[('Action', 1), ('Adventure', 1), ('Drama', 1)]"
1566,Chinkal,"[('Drama', 1), ('Thriller', 1)]"
1567,Manju Singh,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1568,Sakshi Gulati,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1569,Mirza Ali Quli,"[('Drama', 1)]"
1570,Mansi Dovhal,"[('Drama', 2), ('Action', 1), ('Mystery', 1)]"
1571,Shivkumar Subramaniam,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1572,Koushtuv Ghosh,"[('Animation', 1), ('Action', 1), ('Adventure', 1)]"
1573,Ali Haji,"[('Animation', 1), ('Family', 1)]"
1574,Javed Akhtar,"[('Drama', 1), ('Fantasy', 1), ('Musical', 1)]"
1575,Bharat Jha,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1576,Burhan,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1577,Mandeep Mazumdar,"[('Comedy', 1), ('Drama', 1)]"
1578,Dibyendu Bhattacharya,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1579,Richashree,"[('Mystery', 1)]"
1580,Ali G.,"[('Comedy', 1), ('Drama', 1)]"
1581,Rahul Vohra,"[('Comedy', 1), ('Romance', 1)]"
1582,Hansal Mehta,"[('Drama', 1), ('Thriller', 1)]"
1583,Cyrus Broacha,"[('Comedy', 2), ('Crime', 1), ('Drama', 1)]"
1584,Ahad Khan,"[('Drama', 1), ('Mystery', 1), ('Romance', 1)]"
1585,Arun Bali,"[('Crime', 1), ('Mystery', 1), ('Romance', 1)]"
1586,Vivan Bhatena,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1587,Pradeep Kabra,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1588,Siddharth Makkar,"[('Comedy', 1), ('Drama', 1)]"
1589,Harsh Rajput,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1590,Gautam Rode,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1591,Amrita Prakash,"[('Drama', 1), ('Family', 1)]"
1592,Nakul Vaid,"[('Thriller', 1)]"
1593,Bhavna Pani,"[('Action', 1), ('Drama', 1), ('Musical', 1)]"
1594,Farrukh Jaffar,"[('Comedy', 1), ('Drama', 1)]"
1595,Shruti Seth,"[('Drama', 2), ('Comedy', 1), ('Romance', 1)]"
1596,Ahwaan,"[('Comedy', 1), ('Drama', 1)]"
1597,Aubrey K. Miller,"[('Comedy', 1), ('Drama', 1), ('Musical', 1)]"
1598,Gerald Brodin,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1599,Suman Agarwal,"[('Drama', 1), ('Romance', 1)]"
1600,Aabhas Yadav,"[('Crime', 1), ('Drama', 1), ('Musical', 1)]"
1601,Farah Khan,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1602,Natasha Sinha,"[('Action', 1), ('Drama', 1), ('Horror', 1)]"
1603,Keshav Nadkarni,"[('Drama', 1), ('Musical', 1), ('Romance', 1)]"
1604,Sheeba Chaddha,"[('Action', 1), ('Adventure', 1), ('Drama', 1)]"
1605,Gary Tantony,"[('Animation', 1)]"
1606,Om Katare,"[('Comedy', 1), ('Horror', 1), ('Romance', 1)]"
1607,Aradhana Deshpande,"[('Drama', 1), ('Romance', 1)]"
1608,Anu Ansari,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1609,Upasna Singh,"[('Comedy', 1), ('Drama', 1)]"
1610,Mrunmayee Lagoo,"[('Drama', 1), ('Family', 1)]"
1611,Ziyah Vastani,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1612,Bedi,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1613,Sanjay Verma,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1614,Nikhil Ratnaparkhi,"[('Comedy', 1), ('Drama', 1)]"
1615,Vansh Bhardwaj,"[('Action', 1), ('Comedy', 1), ('Drama', 1)]"
1616,Kishore Dhingra,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1617,Sartaj Singh Pannu,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1618,Jiten Mukhi,"[('Drama', 1), ('Fantasy', 1), ('Horror', 1)]"
1619,Maninder Singh,"[('Action', 1), ('Drama', 1), ('History', 1)]"
1620,Manjot Singh,"[('Drama', 1)]"
1621,Saadhika Randhawa,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1622,Lucy Hassan,"[('Drama', 1)]"
1623,Sophie Handa,"[('Drama', 1), ('Horror', 1), ('Thriller', 1)]"
1624,Jeneva Talwar,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1625,Bharti Bhatt,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1626,Ketki Dave,"[('Comedy', 1), ('Drama', 1)]"
1627,Sasha Goradia,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1628,Ratna Pathak,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1629,Archit Krishna,"[('Comedy', 1), ('Drama', 1)]"
1630,Shazahn Padamsee,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1631,Neil Bhoopalam,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1632,Nimisha Vakharia,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1633,Sanjay Swaraj,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1634,Shweta Tiwari,"[('Comedy', 1), ('Drama', 1)]"
1635,Tara D'Souza,"[('Comedy', 2), ('Drama', 2), ('Romance', 2)]"
1636,Mashhoor Amrohi,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1637,Sanjay Dadheech,"[('Comedy', 1), ('Drama', 1)]"
1638,Nicholas Brown,"[('Comedy', 1)]"
1639,Prachi Shah,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1640,Eva Grover,"[('Animation', 1), ('Comedy', 1), ('Drama', 1)]"
1641,Sonny Chatrath,"[('Thriller', 1)]"
1642,Ishita Panchal,"[('Animation', 1), ('Action', 1), ('Adventure', 1)]"
1643,Mona Singh,"[('Comedy', 1), ('Drama', 1)]"
1644,Shubhi Ahuja,"[('Drama', 1), ('Romance', 1)]"
1645,Sofia Hayat,"[('Drama', 1)]"
1646,Saswata Chatterjee,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1647,Isha Batwe,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1648,Prem Kishen Dwivedi,"[('Action', 1), ('Drama', 1)]"
1649,Anurag Kashyap,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1650,Kumud Mishra,"[('Music', 1), ('Drama', 1), ('Musical', 1)]"
1651,Irfan Khan,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1652,Anil Dhawan,"[('Romance', 1)]"
1653,Rupali Ganguly,"[('Comedy', 1), ('Drama', 1), ('Family', 1)]"
1654,Nikita Janjani,"[('Horror', 1), ('Mystery', 1), ('Thriller', 1)]"
1655,Janice,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1656,Sahil Vaid,"[('Romance', 1)]"
1657,Jaikumar Banotia,"[('Comedy', 1), ('Drama', 1)]"
1658,Abhijeet Leheri,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1659,Luna,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1660,Rohit Khuranna,"[('Comedy', 1)]"
1661,Lakshmi Chandrashekar,"[('Drama', 1), ('Romance', 1)]"
1662,Hithaishaini,"[('Action', 1), ('Adventure', 1), ('Fantasy', 1)]"
1663,Greg Heffernan,"[('Comedy', 1), ('Sci-Fi', 1)]"
1664,Sonalli Sehgal,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1665,Dunger,"[('Drama', 1), ('Horror', 1), ('Mystery', 1)]"
1666,Kishore Chougule,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1667,Chari Asopa,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1668,Prateeksha Lonkar,"[('Crime', 1), ('Drama', 1), ('Mystery', 1)]"
1669,Tigmanshu Dhulia,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1670,Raja Bherwani,"[('Comedy', 1), ('Musical', 1)]"
1671,Priyam Galav,"[('Comedy', 1), ('Drama', 1)]"
1672,Rinku Patel,"[('Drama', 1)]"
1673,Peter Brown,"[('Comedy', 1), ('Drama', 1)]"
1674,Fanny Carbonnel,"[('Comedy', 1), ('Romance', 1)]"
1675,Lalit Agarwal,"[('Drama', 1)]"
1676,Aanchal Sabharwal,"[('Drama', 1)]"
1677,Sandip Munde,"[('Action', 1)]"
1678,Pradeep Singh Rawat,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1679,Mahender Singh Bist,"[('Comedy', 1), ('Drama', 1)]"
1680,Samy Gharbi,"[('Action', 1), ('Drama', 1), ('Mystery', 1)]"
1681,Ritika Shah,"[('Animation', 1), ('Adventure', 1), ('Drama', 1)]"
1682,Mini Mathur,"[('Drama', 1)]"
1683,Scherrikar Bell,"[('Romance', 1)]"
1684,Anju Mahendru,"[('Comedy', 1), ('Drama', 1)]"
1685,Shreya Narayan,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1686,Dadhi Raj,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1687,Mithun Rodwittiya,"[('Drama', 1), ('Romance', 1)]"
1688,Lekha Washington,"[('Comedy', 1), ('Drama', 1)]"
1689,Chitrak Bandyopadhyay,"[('Comedy', 1), ('Crime', 1), ('Drama', 1)]"
1690,Nikitin Dheer,"[('Action', 1), ('Comedy', 1), ('Romance', 1)]"
1691,Roop Kumar Rathod,"[('Drama', 1), ('Horror', 1)]"
1692,Vipin Bakshi,"[('Action', 1), ('Comedy', 1)]"
1693,Tabrez Khan,"[('Horror', 1)]"
1694,June Smith,"[('Drama', 1), ('Romance', 1)]"
1695,Prateek Chakravorty,"[('Comedy', 1), ('Romance', 1)]"
1696,Nathalia Kaur,"[('Action', 1)]"
1697,Rajesh Sharma,"[('Comedy', 2), ('Crime', 1), ('Thriller', 1)]"
1698,Patrick Haider,"[('Drama', 1), ('Romance', 1)]"
1699,Shalin Gupta,"[('Drama', 1)]"
1700,Rashmi Gautam,"[('Drama', 1), ('Thriller', 1)]"
1701,Chandan Sanyal,"[('Drama', 1)]"
1702,Sameer Kevin Roy,"[('Crime', 1), ('Drama', 1), ('Thriller', 1)]"
1703,Naveen Jinger,"[('Action', 1), ('War', 1)]"
1704,Danny Sura,"[('Comedy', 1), ('Romance', 1)]"
1705,Razzak Khan,"[('Comedy', 1), ('Romance', 1)]"
1706,Manish Nagpal,"[('Comedy', 1), ('Romance', 1)]"
1707,Amala Akkineni,"[('Drama', 1)]"
1708,Vikrant Massey,"[('Drama', 1), ('Romance', 1)]"
1709,Nikhil Sabharwal,"[('Romance', 1)]"
1710,Junayeed Bin Fakhrul,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1711,Dhruv Ganesh,"[('Adventure', 1), ('Thriller', 1)]"
1712,Faheem Ul Haq,"[('Horror', 1)]"
1713,Amit Purohit,"[('Sci-Fi', 1)]"
1714,Aakshi Khari,"[('Adventure', 1), ('Horror', 1), ('Mystery', 1)]"
1715,Teeshay Shah,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1716,Deepak Arora,"[('Comedy', 1)]"
1717,Aamir Bashir,"[('Drama', 1)]"
1718,Subodh Bhave,"[('Comedy', 1)]"
1719,Sumit Kaul,"[('Comedy', 1)]"
1720,Rahul Kumar,"[('Drama', 1)]"
1721,Vineet Sharma,"[('Action', 1), ('Crime', 1)]"
1722,Rajat Bhalla,"[('Drama', 1)]"
1723,Anil Rastogi,"[('Action', 1), ('Drama', 1), ('Romance', 1)]"
1724,Vishal Kaushik,"[('Comedy', 1)]"
1725,Saptharishi Ghosh,"[('Animation', 1), ('Drama', 1), ('Musical', 1)]"
1726,Kislaya Dwivedi,"[('Crime', 1), ('Romance', 1)]"
1727,Dolly Ahluwalia,"[('Comedy', 1), ('Romance', 1)]"
1728,Aditya Om,"[('Crime', 1), ('Thriller', 1)]"
1729,Lauren Gottlieb,"[('Music', 1), ('Western', 1)]"
1730,Prabal Panjabi,"[('Comedy', 1)]"
1731,Neha Bhasin,"[('Comedy', 1)]"
1732,Paru Uma,"[('Comedy', 1), ('Drama', 1), ('Thriller', 1)]"
1733,Gaelyn Mendonca,"[('Comedy', 1)]"
1734,Mann Hora,"[('Musical', 1), ('Romance', 1), ('Thriller', 1)]"
1735,Art Malik,"[('Biography', 1), ('Drama', 1), ('History', 1)]"
1736,Rajiv Gupta,"[('Action', 1), ('Crime', 1), ('Drama', 1)]"
1737,Manmeet Dhanjal,"[('Drama', 1)]"
1738,Chirag Jain,"[('Horror', 1), ('Mystery', 1), ('Thriller', 1)]"
1739,Sonia Bindra,"[('Mystery', 1), ('Romance', 1), ('Thriller', 1)]"
1740,Tripta Parashar,"[('Romance', 1)]"
1741,Devraj Das,"[('Horror', 1), ('Sci-Fi', 1), ('Thriller', 1)]"
1742,Madhu Shalini,"[('Horror', 1)]"
1743,Sunny Singh Nijjar,"[('Romance', 1)]"
1744,Navdip Singh,"[('Drama', 1), ('Romance', 1), ('Sport', 1)]"
1745,Paras Arora,"[('Drama', 1), ('Romance', 1)]"
1746,Suresh Menon,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1747,Puja Bose,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1748,Priyanka Bose,"[('Action', 1), ('Drama', 1)]"
1749,Raghuvardhan Garlapati,"[('Comedy', 1), ('Drama', 1)]"
1750,Neha Iyyer,"[('Drama', 1), ('Mystery', 1), ('Thriller', 1)]"
1751,Atul Mathur,"[('Comedy', 1)]"
1752,Raja Duggal,"[('Romance', 1)]"
1753,Vishal Bhosle,"[('Thriller', 1)]"
1754,Ashwin Mushran,"[('Drama', 1), ('Horror', 1), ('Thriller', 1)]"
1755,Ferzad Jehani,"[('Drama', 1)]"
1756,Karan Mirchandani,"[('Comedy', 1), ('Romance', 1)]"
1757,Veena Malik,"[('Horror', 1)]"
1758,Amitosh Nagpal,"[('Action', 1), ('Drama', 1), ('Adventure', 1)]"
1759,Nishan,"[('Drama', 1)]"
1760,Varun Badola,"[('Comedy', 1), ('Thriller', 1)]"
1761,Rajesh Kava,"[('Animation', 1), ('Adventure', 1), ('Fantasy', 1)]"
1762,Doorva Tripathi,"[('Comedy', 1), ('Drama', 1)]"
1763,Vishakha Singh,"[('Comedy', 1), ('Drama', 1), ('Thriller', 1)]"
1764,Avijit Dutt,"[('Action', 1), ('Drama', 1), ('History', 1)]"
1765,Raghav Juyal,"[('Drama', 1)]"
1766,Neha Pawar,"[('Drama', 1), ('Romance', 1)]"
1767,Preeti Jain,"[('Comedy', 1)]"
1768,Highphill Mathew,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1769,Gulfam Khan,"[('Drama', 1)]"
1770,Arjun Malhotra,"[('Drama', 1), ('Romance', 1)]"
1771,Roopa Ganguly,"[('Comedy', 1), ('Romance', 1)]"
1772,Darshan Kumar,"[('Biography', 1), ('Drama', 1), ('Sport', 1)]"
1773,Javed Rizvi,"[('Crime', 1)]"
1774,Rohan Khurana,"[('Drama', 1), ('Romance', 1), ('Thriller', 1)]"
1775,Rohit Raj,"[('Drama', 1)]"
1776,Mahesh Thakur,"[('Crime', 1)]"
1777,Suzana Rodrigues,"[('Adventure', 1), ('Thriller', 1)]"
1778,Anuradha Chandan,"[('Action', 1), ('Romance', 1)]"
1779,C. Jenner Jose,"[('Thriller', 1)]"
1780,Irfan Raza Khan,"[('Drama', 1)]"
1781,Nandini Vaid,"[('Horror', 1)]"
1782,Ravindra Kale,"[('Comedy', 1)]"
1783,Saira Mirza,"[('Romance', 1)]"
1784,Aditi Khanna,"[('Drama', 1)]"
1785,Jami Jafry,"[('Action', 1), ('Comedy', 1), ('Crime', 1)]"
1786,Rakesh Deewana,"[('Drama', 1)]"
1787,Bharath Niwas,"[('Comedy', 1), ('Thriller', 1)]"
1788,Mish Boyko,"[('Adventure', 1), ('Comedy', 1), ('Drama', 1)]"
1789,Deepti Pujari,"[('Adventure', 1), ('Comedy', 1), ('Drama', 1)]"
1790,Abhishek C,"[('Comedy', 1), ('Drama', 1), ('Thriller', 1)]"
1791,Indraneil Sengupta,"[('Drama', 1), ('History', 1), ('War', 1)]"
1792,Preet Kamal,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1793,Tanya Malik,"[('Action', 1), ('Romance', 1)]"
1794,Swedha Singh,"[('Comedy', 1), ('Drama', 1), ('Romance', 1)]"
1795,Narendra Jetley,"[('Drama', 1), ('Thriller', 1)]"
1796,Probir Dutt,"[('Action', 1), ('Drama', 1), ('Thriller', 1)]"
1797,Sukhada Yash,"[('Drama', 1), ('Musical', 1)]"
1798,Satya Khare,"[('Sci-Fi', 1)]"
1799,Amit Sial,"[('Comedy', 1), ('Drama', 1)]"
1800,Kesar Matharu,"[('Thriller', 1)]"
1801,Simran Jehani,"[('Comedy', 1), ('Romance', 1)]"
1802,Sonia Mann,"[('Drama', 1), ('Musical', 1), ('Romance', 1)]"
1803,Deepraj Rana,"[('Horror', 1), ('Sci-Fi', 1)]"
1804,Zoya Afroz,"[('Thriller', 1)]"
1805,Sharad Ponkshe,"[('Comedy', 1)]"
1806,Sammy Durrani,"[('Drama', 1)]"
1807,Vijender Singh,"[('Drama', 1), ('Thriller', 1)]"
1808,Patralekhaa,"[('Drama', 1), ('Thriller', 1)]"
1809,Deepak Bhatia,"[('Thriller', 1)]"
1810,Akilesh Unnitan,"[('Drama', 1), ('Musical', 1)]"
1811,Akhil Kapur,"[('Action', 1)]"
1812,Parth Naik,"[('Comedy', 1), ('Romance', 1)]"
1813,Shubhashree Ganguli,"[('Action', 1)]"
1814,Bramha,"[('nan', 1)]"
1815,Karanvir Sharma,"[('Thriller', 1)]"
